now,published_at,price,house_type,size,living_size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,width,length,floors,property_status,apartment_type,pty_characteristics,land_type,size_unit,direction,commercial_type,floornumber,block,balconydirection,unitnumber,apartment_feature
2025-10-03T23:52:14.453216,Cập nhật 8 ngày trước,20 tỷ,Nhà phố liền kề,84 m²,84 m²,"238,10 triệu/m²",Đã có sổ,5 phòng,4 phòng,Hoàn thiện cơ bản,4.2 m,19 m,4,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:52:27.686890,Cập nhật 8 ngày trước,"21,41 tỷ","Nhà ngõ, hẻm",126 m²,,"169,92 triệu/m²",Đã có sổ,6 phòng,3 phòng,,4 m,,,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,
2025-10-03T23:52:30.192601,Cập nhật 8 ngày trước,"26,5 tỷ","Nhà ngõ, hẻm",70 m²,350 m²,"378,57 triệu/m²",Đã có sổ,6 phòng,6 phòng,Nội thất đầy đủ,,,5,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,
2025-10-03T23:52:30.999638,Cập nhật 8 ngày trước,"8,2 tỷ","Nhà ngõ, hẻm",45 m²,,"182,22 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,4,,,,,,,,,,,,
2025-10-03T23:52:32.505202,Cập nhật 4 ngày trước,7 tỷ,"Nhà ngõ, hẻm",30 m²,30 m²,"233,33 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4.5 m,7 m,6,,,Hẻm xe hơi Nhà nở hậu,,,Tây,,,,,,
2025-10-03T23:52:34.514443,Cập nhật 8 ngày trước,"5,6 tỷ","Nhà ngõ, hẻm",25 m²,28 m²,224 triệu/m²,Đã có sổ,3 phòng,,,,,,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:52:38.392197,Cập nhật 7 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",45 m²,,"173,33 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:52:38.579759,Cập nhật 3 ngày trước,"5,75 tỷ",,41 m²,,"140,24 triệu/m²",Đã có sổ,,,,,,,,,,Đất thổ cư,m²,,,,,,,
2025-10-03T23:52:40.998778,Cập nhật 8 ngày trước,800 triệu,,52 m²,,"15,38 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất cao cấp,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,,,
2025-10-03T23:52:54.516508,Cập nhật 8 ngày trước,"4,2 tỷ",,280 m²,,15 triệu/m²,Đã có sổ,,,,,,,,,Mặt tiền Hẻm xe hơi Nở hậu Thổ cư 1 phần,Đất thổ cư,m²,,,,,,,
2025-10-03T23:52:59.097033,Cập nhật 3 ngày trước,"4,85 tỷ","Nhà ngõ, hẻm",32 m²,,"151,56 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,3.2 m,10 m,5,,,Nhà nở hậu,,,Tây,,,,,,
2025-10-03T23:53:03.953727,Cập nhật 5 ngày trước,"7,2 tỷ","Nhà ngõ, hẻm",30 m²,,240 triệu/m²,Đã có sổ,4 phòng,,Nội thất đầy đủ,,,4,,,,,,,,,,,,
2025-10-03T23:53:06.401206,Cập nhật 8 ngày trước,"108,6 tỷ","Nhà mặt phố, mặt tiền",110 m²,116 m²,"987,27 triệu/m²",Đã có sổ,10 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,5 m,,10,,,,,,,,,,,,
2025-10-03T23:53:06.694391,Cập nhật 9 ngày trước,"1,88 tỷ",,48 m²,,"39,17 triệu/m²",Hợp đồng mua bán,2 phòng,1 phòng,Nội thất cao cấp,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,Bắc,,5,,Nam,,
2025-10-03T23:53:11.714702,Cập nhật 7 ngày trước,"5,15 tỷ","Nhà mặt phố, mặt tiền",32 m²,32 m²,"160,94 triệu/m²",Đã có sổ,3 phòng,,,,,4,,,,,,,,,,,,
2025-10-03T23:53:14.526771,Cập nhật 8 ngày trước,"7,2 tỷ","Nhà ngõ, hẻm",30 m²,,240 triệu/m²,Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:53:26.118105,Cập nhật 9 ngày trước,"11,8 tỷ",Nhà phố liền kề,50 m²,50 m²,236 triệu/m²,Đã có sổ,9 phòng,Nhiều hơn 6 phòng,,6 m,10 m,6,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:53:27.245486,Cập nhật 9 ngày trước,"6,5 tỷ","Nhà ngõ, hẻm",50 m²,50 m²,130 triệu/m²,Đã có sổ,3 phòng,,,,,3,,,Hiện trạng khác,,,,,,,,,
2025-10-03T23:53:35.028637,Cập nhật 7 ngày trước,"10,4 tỷ","Nhà ngõ, hẻm",48 m²,,"216,67 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:53:37.480346,Cập nhật 8 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",51 m²,,"152,94 triệu/m²",Đã có sổ,4 phòng,,Nội thất đầy đủ,,,,,,,,,,,,,,,
2025-10-03T23:53:40.550312,Cập nhật 7 ngày trước,"4,5 tỷ",,65 m²,,"69,23 triệu/m²",Đã có sổ,,,,4 m,,,,,Thổ cư toàn bộ,Đất thổ cư,,,,,,,,
2025-10-03T23:53:43.906261,Cập nhật 8 ngày trước,"12,55 tỷ","Nhà ngõ, hẻm",48 m²,,"261,46 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:53:46.052722,Cập nhật 9 ngày trước,"6,6 tỷ",,90 m²,,"73,33 triệu/m²",Đã có sổ,,,,4.7 m,19 m,,,,Mặt tiền Hẻm xe hơi Thổ cư toàn bộ,Đất thổ cư,m²,Đông Nam,,,,,,
2025-10-03T23:53:57.454117,Cập nhật 7 ngày trước,"7,2 tỷ","Nhà ngõ, hẻm",40 m²,,180 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:54:00.535251,Cập nhật 7 ngày trước,"6,1 tỷ","Nhà ngõ, hẻm",32 m²,,"190,62 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,4,,,,,,,,,,,,
2025-10-03T23:54:00.692834,Cập nhật 9 ngày trước,"7,45 tỷ","Nhà ngõ, hẻm",39 m²,,"191,03 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:54:03.846476,Cập nhật 7 ngày trước,"12,5 tỷ","Nhà ngõ, hẻm",47 m²,,"265,96 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất cao cấp,,,3,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:54:05.719077,Cập nhật 9 ngày trước,"7,75 tỷ","Nhà ngõ, hẻm",33 m²,,"234,85 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:54:07.695111,Cập nhật 7 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",37 m²,,"229,73 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,,,,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:54:09.002363,Cập nhật 7 ngày trước,"8,8 tỷ","Nhà ngõ, hẻm",30 m²,38 m²,"293,33 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,,,5,,,,,,,,,,,,
2025-10-03T23:54:17.888690,Cập nhật 8 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",30 m²,30 m²,"283,33 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4 m,8 m,4,,,,,,,,,,,,
2025-10-03T23:54:22.374007,Cập nhật 7 ngày trước,"7,8 tỷ","Nhà mặt phố, mặt tiền",45 m²,,"173,33 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:54:29.831105,Cập nhật 9 ngày trước,"15,5 tỷ","Nhà ngõ, hẻm",53 m²,53 m²,"292,45 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,4 m,13.25 m,4,,,,,,Tây Bắc,,,,,,
2025-10-03T23:54:32.762411,Cập nhật 13 giờ trước,"3,65 tỷ",,48 m²,,"76,04 triệu/m²",Đã có sổ,,,,6.7 m,7.2 m,,,,Hẻm xe hơi Thổ cư toàn bộ,Đất thổ cư,m²,Tây Nam,,,,,,
2025-10-03T23:54:34.887260,Cập nhật 9 ngày trước,"6,1 tỷ","Nhà ngõ, hẻm",34 m²,34 m²,"179,41 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,4,,,Nhà nở hậu,,,Đông,,,,,,
2025-10-03T23:54:38.114699,Cập nhật 7 ngày trước,4 tỷ,"Nhà ngõ, hẻm",31 m²,31 m²,"129,03 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,5,,,,,,,,,,,,
2025-10-03T23:54:46.416199,Cập nhật 7 ngày trước,"3,4 tỷ","Nhà ngõ, hẻm",33 m²,,"103,03 triệu/m²",Đã có sổ,4 phòng,,,3.3 m,10 m,4,,,,,,,,,,,,
2025-10-03T23:54:50.728316,Cập nhật 7 ngày trước,"6,2 tỷ","Nhà mặt phố, mặt tiền",43 m²,43 m²,"144,19 triệu/m²",Đã có sổ,4 phòng,,Hoàn thiện cơ bản,4 m,,5,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:54:55.443755,Cập nhật 9 ngày trước,"2,1 tỷ","Nhà ngõ, hẻm",17 m²,70 m²,"123,53 triệu/m²",Đang chờ sổ,3 phòng,3 phòng,Nội thất đầy đủ,,,4,,,,,,,,,,,,
2025-10-03T23:54:56.714349,Cập nhật 8 ngày trước,24 tỷ,"Nhà mặt phố, mặt tiền",85 m²,85 m²,"282,35 triệu/m²",Đã có sổ,5 phòng,5 phòng,Hoàn thiện cơ bản,5.2 m,18 m,4,,,Hẻm xe hơi,,,Tây Bắc,,,,,,
2025-10-03T23:54:58.411783,Cập nhật 2 ngày trước,"7,3 tỷ","Nhà ngõ, hẻm",32 m²,,"228,12 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:55:01.616668,Cập nhật 8 ngày trước,"6,45 tỷ",,40 m²,,"161,25 triệu/m²",Đã có sổ,,,,,,,,,Nở hậu,Đất thổ cư,m²,,,,,,,
2025-10-03T23:55:12.402090,Cập nhật 7 ngày trước,"1,05 tỷ",,50 m²,,21 triệu/m²,Đã có sổ,,,,4 m,13 m,,,,Hẻm xe hơi Không có thổ cư,Đất thổ cư,m²,,,,,,,
2025-10-03T23:55:18.339816,Cập nhật 9 ngày trước,"5,5 tỷ","Nhà ngõ, hẻm",46 m²,,"119,57 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:55:23.353358,Cập nhật 9 ngày trước,920 triệu,,40 m²,,23 triệu/m²,Sổ hồng riêng,2 phòng,1 phòng,Nội thất cao cấp,,,,Đã bàn giao,"Căn hộ dịch vụ, mini",,,,,,,,,,
2025-10-03T23:55:27.492601,Cập nhật 7 ngày trước,"7,6 tỷ","Nhà ngõ, hẻm",41 m²,,"185,37 triệu/m²",Đã có sổ,4 phòng,,,,,6,,,,,,,,,,,,
2025-10-03T23:55:38.171842,Cập nhật 8 ngày trước,"13,1 tỷ","Nhà ngõ, hẻm",40 m²,40 m²,"327,50 triệu/m²",Đã có sổ,3 phòng,,Nội thất đầy đủ,,,,,,,,,,,,,,,
2025-10-03T23:55:45.357490,Cập nhật 7 ngày trước,"12,9 tỷ","Nhà ngõ, hẻm",65 m²,65 m²,"198,46 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4 m,16 m,7,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,
2025-10-03T23:55:45.547620,Cập nhật 9 ngày trước,"5,72 tỷ",,71 m²,,"80,56 triệu/m²",Đã có sổ,,,,,,,,,,Đất thổ cư,,,,,,,,
2025-10-03T23:55:46.969850,Cập nhật 7 ngày trước,"6,9 tỷ","Nhà ngõ, hẻm",40 m²,200 m²,"172,50 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,4 m,10 m,5,,,,,,,,,,,,
2025-10-03T23:55:49.161254,Cập nhật 9 ngày trước,"3,9 tỷ",,60 m²,,65 triệu/m²,Sổ hồng riêng,2 phòng,1 phòng,Nội thất đầy đủ,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,,,
2025-10-03T23:55:53.040577,Cập nhật 7 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",56 m²,60 m²,"151,79 triệu/m²",Đã có sổ,6 phòng,5 phòng,Nội thất đầy đủ,5 m,,5,,,,,,,,,,,,
2025-10-03T23:56:05.363463,Cập nhật 2 ngày trước,19 tỷ,"Nhà mặt phố, mặt tiền",73 m²,,"260,27 triệu/m²",Đã có sổ,3 phòng,,,7 m,,,,,,,,,,,,,,
2025-10-03T23:56:06.977165,Cập nhật 5 ngày trước,"17,9 tỷ","Nhà mặt phố, mặt tiền",45 m²,45 m²,"397,78 triệu/m²",Đã có sổ,7 phòng,,Nội thất cao cấp,3.6 m,12.5 m,5,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:56:08.852221,Cập nhật 5 ngày trước,"3,2 tỷ",,270 m²,,"11,85 triệu/m²",Đã có sổ,,,,7 m,40 m,,,,Mặt tiền Hẻm xe hơi Thổ cư 1 phần,Đất thổ cư,,,,,,,,
2025-10-03T23:56:12.710229,Cập nhật 8 ngày trước,"5,7 tỷ",,89 m²,,"64,04 triệu/m²",Đã có sổ,,,,,,,,,Mặt tiền Thổ cư toàn bộ Hẻm xe hơi,Đất thổ cư,,,,,,,,
2025-10-03T23:56:26.944563,Cập nhật 7 ngày trước,"15,8 tỷ",Nhà phố liền kề,63 m²,,"250,79 triệu/m²",Đã có sổ,5 phòng,4 phòng,Nội thất đầy đủ,,,6,,,,,,,,,,,,
2025-10-03T23:56:32.541339,Cập nhật 7 ngày trước,"7,1 tỷ","Nhà ngõ, hẻm",51 m²,,"139,22 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:56:34.340781,Cập nhật 7 ngày trước,"6,6 tỷ","Nhà ngõ, hẻm",30 m²,,220 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:56:38.474800,Cập nhật 8 ngày trước,"6,4 tỷ","Nhà mặt phố, mặt tiền",41 m²,,"156,10 triệu/m²",Đã có sổ,4 phòng,,,,,,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:56:38.415174,Cập nhật 9 ngày trước,"7,8 tỷ","Nhà ngõ, hẻm",30 m²,,260 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:56:39.863559,Cập nhật 7 ngày trước,"3,5 tỷ",,85 m²,,"41,18 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,Hoàn thiện cơ bản,,,,Chưa bàn giao,"Tập thể, cư xá",,,,,,,,,,
2025-10-03T23:56:53.772784,Cập nhật 9 giờ trước,"1,75 tỷ",,40 m²,,"43,75 triệu/m²",Đã có sổ,,,,4 m,10 m,,,,,Đất thổ cư,m²,Tây Bắc,,,,,,
2025-10-03T23:56:53.922555,Cập nhật 9 ngày trước,"11,2 tỷ","Nhà ngõ, hẻm",60 m²,60 m²,"186,67 triệu/m²",Đã có sổ,4 phòng,3 phòng,,4.1 m,15 m,4,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:56:58.042086,Cập nhật 2 ngày trước,"5,8 tỷ",,66.8 m²,,"86,83 triệu/m²",Sổ hồng riêng,2 phòng,1 phòng,Nội thất cao cấp,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,Bắc,,
2025-10-03T23:56:58.215174,Cập nhật 9 ngày trước,"4,5 tỷ","Nhà ngõ, hẻm",31 m²,31 m²,"145,16 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,7 m,5 m,4,,,,,,,,,,,,
2025-10-03T23:57:01.844038,Cập nhật 4 ngày trước,"5,4 tỷ",,120 m²,,45 triệu/m²,Đã có sổ,,,,8 m,15 m,,,,,Đất thổ cư,m²,,,,,,,
2025-10-03T23:57:02.699322,Cập nhật 9 ngày trước,"8,5 tỷ","Nhà ngõ, hẻm",48 m²,,"177,08 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,4,,,,,,,,,,,,
2025-10-03T23:57:06.122485,Cập nhật 7 ngày trước,"14,6 tỷ",,64 m²,,"228,12 triệu/m²",Đã có sổ,,,,6.4 m,10 m,,,,Mặt tiền Hẻm xe hơi,Đất thổ cư,m²,,,,,,,
2025-10-03T23:57:06.777849,Cập nhật 8 ngày trước,"9,95 tỷ","Nhà ngõ, hẻm",50 m²,50 m²,199 triệu/m²,Đã có sổ,3 phòng,4 phòng,,,,6,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,
2025-10-03T23:57:10.438869,Cập nhật 9 ngày trước,"154,5 tỷ","Nhà mặt phố, mặt tiền",172 m²,1000 m²,"898,26 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,6 m,,6,,,,,,,,,,,,
2025-10-03T23:57:17.850915,Cập nhật 8 ngày trước,"8,9 tỷ","Nhà ngõ, hẻm",43 m²,,"206,98 triệu/m²",Đã có sổ,3 phòng,,,,,5,,,,,,,,,,,,
2025-10-03T23:57:26.266281,Cập nhật 3 giờ trước,"8,7 tỷ","Nhà ngõ, hẻm",40 m²,44 m²,"217,50 triệu/m²",Đã có sổ,6 phòng,,,,,,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:57:26.619389,Cập nhật 7 ngày trước,"7,85 tỷ","Nhà ngõ, hẻm",51 m²,51 m²,"153,92 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,4.6 m,,3,,,Nhà nở hậu,,,,,,,,1,
2025-10-03T23:57:26.948856,Cập nhật 9 ngày trước,"6,56 tỷ","Nhà ngõ, hẻm",35 m²,35 m²,"187,43 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4 m,9 m,4,,,,,,,,,,,,
2025-10-03T23:57:30.476764,Cập nhật 7 ngày trước,"13,5 tỷ","Nhà mặt phố, mặt tiền",50 m²,,270 triệu/m²,Đã có sổ,4 phòng,5 phòng,Nội thất cao cấp,5 m,10 m,5,,,Hẻm xe hơi Nhà nở hậu,,,,,,,,,
2025-10-03T23:57:37.638593,Cập nhật 7 ngày trước,"10,8 tỷ","Nhà ngõ, hẻm",34.4 m²,,"313,95 triệu/m²",Đã có sổ,4 phòng,4 phòng,Hoàn thiện cơ bản,4 m,,5,,,Hẻm xe hơi,,,Đông Nam,,,,,,
2025-10-03T23:57:50.617618,Cập nhật 8 ngày trước,"2,85 tỷ","Nhà ngõ, hẻm",277 m²,30 m²,"10,29 triệu/m²",Không có sổ,3 phòng,3 phòng,Nội thất đầy đủ,3 m,10 m,4,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:57:52.296784,Cập nhật 6 ngày trước,"5,85 tỷ","Nhà ngõ, hẻm",41.5 m²,,"140,96 triệu/m²",Đã có sổ,5 phòng,,,,,5,,,,,,,,,,,,
2025-10-03T23:57:52.469653,Cập nhật 15 giờ trước,"16,98 tỷ","Nhà mặt phố, mặt tiền",43 m²,45 m²,"394,88 triệu/m²",Đã có sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,3.5 m,13 m,3,,,Hẻm xe hơi,,,Đông Bắc,,,,,,
2025-10-03T23:57:52.669477,Cập nhật 9 ngày trước,"27,9 tỷ","Nhà mặt phố, mặt tiền",93 m²,,300 triệu/m²,Đã có sổ,4 phòng,6 phòng,Nội thất cao cấp,5 m,,7,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:58:03.467934,Cập nhật 9 ngày trước,"4,45 tỷ",,90 m²,,"49,44 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,Nội thất đầy đủ,,,,Chưa bàn giao,"Tập thể, cư xá",,,,Tây Bắc,,,,Đông Nam,,Căn góc
2025-10-03T23:58:10.624048,Cập nhật 7 ngày trước,"7,83 tỷ","Nhà mặt phố, mặt tiền",38 m²,38 m²,"206,05 triệu/m²",Đã có sổ,4 phòng,5 phòng,Nội thất đầy đủ,5.4 m,7 m,6,,,Hẻm xe hơi,,,,,,,,,
2025-10-03T23:58:12.501987,Cập nhật 8 ngày trước,"4,6 tỷ","Nhà ngõ, hẻm",20 m²,,230 triệu/m²,Đã có sổ,3 phòng,,,,,4,,,,,,,,,,,,
2025-10-03T23:58:12.592655,Cập nhật 7 ngày trước,"3,45 tỷ","Nhà ngõ, hẻm",42 m²,,"82,14 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất cao cấp,,,4,,,,,,,,,,,,
2025-10-03T23:58:18.040205,Cập nhật 7 ngày trước,"2,5 tỷ",,81.8 m²,,"30,56 triệu/m²",Đã có sổ,,,,,,,,,Mặt tiền Nở hậu Thổ cư toàn bộ,Đất thổ cư,m²,,,,,,,
2025-10-03T23:58:29.586765,Cập nhật 7 ngày trước,3 tỷ,"Nhà ngõ, hẻm",22 m²,22 m²,"136,36 triệu/m²",Không có sổ,2 phòng,2 phòng,Nội thất đầy đủ,,,2,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:58:30.741433,Cập nhật 8 ngày trước,"7,35 tỷ","Nhà mặt phố, mặt tiền",45 m²,,"163,33 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-03T23:58:32.342240,Cập nhật 7 ngày trước,"7,7 tỷ","Nhà ngõ, hẻm",38 m²,190 m²,"202,63 triệu/m²",Đã có sổ,3 phòng,3 phòng,Hoàn thiện cơ bản,4 m,9.7 m,5,,,,,,,,,,,,
2025-10-03T23:58:37.767082,Cập nhật 8 ngày trước,"13,9 tỷ",Nhà phố liền kề,40 m²,,"347,50 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4 m,10 m,5,,,,,,Đông Nam,,,,,,
2025-10-03T23:58:45.411854,Cập nhật 7 ngày trước,"5,6 tỷ","Nhà ngõ, hẻm",35 m²,35 m²,160 triệu/m²,Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,,,5,,,,,,,,,,,,
2025-10-03T23:58:50.595974,Cập nhật 4 ngày trước,"3,28 tỷ","Nhà ngõ, hẻm",123 m²,123 m²,"26,67 triệu/m²",Đã có sổ,3 phòng,,,6 m,20 m,,,,Nhà nở hậu Hẻm xe hơi,,,,,,Cách đường Lớn 1 Nhà,,,
2025-10-03T23:58:52.899029,Cập nhật 9 ngày trước,"7,86 tỷ","Nhà ngõ, hẻm",32 m²,32 m²,"245,62 triệu/m²",Đã có sổ,4 phòng,,Nội thất đầy đủ,6.8 m,,5,,,,,,,,,,,,
2025-10-03T23:58:55.384682,Cập nhật 5 giờ trước,"4,35 tỷ","Nhà ngõ, hẻm",15.6 m²,17 m²,"278,85 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4.5 m,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-03T23:58:57.926435,Cập nhật 1 ngày trước,"5,23 tỷ",,62 m²,,"84,35 triệu/m²",Đã có sổ,,,,,,,,,Mặt tiền Nở hậu Thổ cư toàn bộ,Đất thổ cư,,,,,,,,
2025-10-03T23:59:00.413706,Cập nhật 7 ngày trước,"4,86 tỷ","Nhà ngõ, hẻm",34 m²,,"142,94 triệu/m²",Đã có sổ,3 phòng,2 phòng,Nội thất đầy đủ,,,3,,,,,,,,,,,,
2025-10-03T23:59:05.556808,Cập nhật 5 ngày trước,11 tỷ,"Nhà ngõ, hẻm",58 m²,,"189,66 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,6,,,,,,Tây Nam,,,,,,
2025-10-03T23:59:10.404319,Cập nhật 4 ngày trước,"6,5 tỷ","Nhà ngõ, hẻm",29 m²,,"224,14 triệu/m²",Đã có sổ,3 phòng,4 phòng,,,,,,,,,,,,,,,,
2025-10-03T23:59:22.444199,Cập nhật 7 ngày trước,"34,5 tỷ",,190 m²,,"181,58 triệu/m²",Đã có sổ,,,,,,,,,,Đất thổ cư,,,,,,,,
2025-10-03T23:59:28.205748,Cập nhật 7 ngày trước,"4,75 tỷ",,60 m²,,"79,17 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,,,Chưa bàn giao,Chung cư,,,,,,,,,,
2025-10-03T23:59:30.857964,Cập nhật 7 ngày trước,"19,7 tỷ","Nhà mặt phố, mặt tiền",72 m²,72 m²,"273,61 triệu/m²",Đã có sổ,2 phòng,2 phòng,Nội thất đầy đủ,4.3 m,15 m,2,,,Nhà nở hậu,,,Đông Nam,,,,,,
2025-10-03T23:59:41.505617,Cập nhật 7 ngày trước,"7,25 tỷ","Nhà ngõ, hẻm",41 m²,41 m²,"176,83 triệu/m²",Đã có sổ,1 phòng,1 phòng,Hoàn thiện cơ bản,5.2 m,8 m,1,,,Hiện trạng khác,,,,,,,,,
2025-10-03T23:59:42.528741,Cập nhật 7 ngày trước,"5,415 tỷ","Nhà ngõ, hẻm",57 m²,57 m²,95 triệu/m²,Đã có sổ,1 phòng,1 phòng,,4.1 m,13.8 m,1,,,Hẻm xe hơi,,,Tây Bắc,,,,,,
2025-10-03T23:59:43.167761,Cập nhật 4 ngày trước,"4,35 tỷ","Nhà ngõ, hẻm",15 m²,,290 triệu/m²,Đã có sổ,3 phòng,,,,,,,,,,,Đông Nam,,,,,,
2025-10-03T23:59:52.615962,Cập nhật 9 ngày trước,"6,8 tỷ","Nhà ngõ, hẻm",64 m²,64 m²,"106,25 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,4,,,Nhà nở hậu,,,,,,,,2,
2025-10-04T00:00:03.361446,Cập nhật 8 ngày trước,22 tỷ,Nhà phố liền kề,75 m²,,"293,33 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,5 m,15 m,5,,,,,,Đông Bắc,,,,,,
2025-10-04T00:00:05.304130,Cập nhật 6 ngày trước,"20,8 tỷ","Nhà mặt phố, mặt tiền",60 m²,60 m²,"346,67 triệu/m²",Đã có sổ,6 phòng,6 phòng,Nội thất cao cấp,,,6,,,,,,,,,,,,
2025-10-04T00:00:06.396196,Cập nhật 14 giờ trước,"4,35 tỷ","Nhà ngõ, hẻm",31 m²,150 m²,"140,32 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,3.66 m,8.5 m,5,,,Nhà nở hậu,,,Đông Nam,,,,,,
2025-10-04T00:00:17.452454,Cập nhật 7 ngày trước,"9,6 tỷ","Nhà ngõ, hẻm",38 m²,38 m²,"252,63 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,,,6,,,,,,,,,,,,
2025-10-04T00:00:16.670574,Cập nhật 8 ngày trước,"8,7 tỷ","Nhà mặt phố, mặt tiền",38 m²,41 m²,"228,95 triệu/m²",Đã có sổ,3 phòng,4 phòng,Hoàn thiện cơ bản,,,5,,,,,,,,,,,,
2025-10-04T00:00:27.228333,Cập nhật 9 ngày trước,"21,5 tỷ","Nhà mặt phố, mặt tiền",56 m²,,"383,93 triệu/m²",Đã có sổ,4 phòng,6 phòng,Nội thất cao cấp,4 m,,8,,,Hẻm xe hơi,,,,,,,,,
